id,age,marital_status,sex,number_of_kids,occupation,education_level,house_tenure,income_past12months,avg_credit_card_spending_semi_annual
R04867,45,1,1,2,5,13,2,66724.89,5817.86
R04868,18,2,2,0,5,13,6,5142.52,187.04
R04869,49,5,1,0,5,14,4,34455.15,1373.83
R04870,67,2,2,0,5,13,4,31302.64,2586.47
R04871,24,5,1,0,5,12,4,49313.39,2377.63
R04872,22,5,2,0,5,12,4,40868.89,4367.76
R04873,82,3,2,0,5,10,4,17987.18,2208.44
R04874,53,3,2,0,5,12,4,38143.49,2174.79
R04875,52,1,1,0,5,11,4,109484.5,32019.13
R04876,28,5,2,0,5,15,4,20034.18,1571.82
R04877,30,5,1,0,5,14,4,22363.56,1440.82
R04878,21,1,1,0,5,13,1,79244.36,11225.43
R04879,23,5,1,0,5,14,1,59417.42,3916.59
R04880,48,4,2,1,5,11,4,29425.61,2077.65
R04881,62,5,2,0,5,15,2,35639.81,1228.87
R04882,31,1,2,2,5,15,1,152003.78,6494.5
R04883,56,1,2,0,5,14,1,63454.36,8479.46
R04884,66,4,1,0,5,14,4,42516.6,7166.09
R04885,52,1,1,0,5,14,2,64554.79,6938.45
R04886,21,5,2,2,5,12,1,32462.94,5515.74
R04887,39,3,1,0,5,12,4,28599.37,8888.93
R04888,20,5,2,0,5,13,6,16261.82,3822.76
R04889,35,5,2,2,5,14,4,18060,2579.25
R04890,52,3,2,0,5,16,4,30320.39,8945.89
R04891,20,5,1,0,5,13,4,12073.46,3706.41
R04892,24,5,1,0,5,15,4,46804.14,3747.95
R04893,26,1,1,3,5,12,4,90307.47,15303.51
R04894,31,1,1,2,5,15,2,281576.33,10701.76
R04895,26,1,2,0,5,15,4,79253.05,8096.77
R04896,30,1,2,3,5,13,1,14082.76,4287.7
R04897,20,1,2,0,5,12,4,47759.03,4172.96
R04898,30,1,1,0,5,13,1,208009.06,23609.03
R04899,55,2,1,0,5,10,2,1068.52,396.79
R04900,43,5,2,0,5,10,4,31655.56,4993.46
R04901,19,5,2,0,5,11,4,18345.8,1941.98
R04902,19,5,1,0,5,13,6,46005.92,4227.9
R04903,54,1,2,0,5,13,4,88145.07,12578.14
R04904,31,1,1,1,5,12,4,33367.41,9887.6
R04905,69,1,1,0,5,13,2,96395.52,11343.54
R04906,20,5,2,0,5,12,4,10599.64,2725.35
R04907,20,5,2,0,5,13,4,14213.44,1820.57
R04908,41,3,1,1,5,13,4,219638.26,20466.4
R04909,29,5,1,3,5,12,2,34824.61,2605.75
R04910,70,1,2,0,5,14,1,245270.93,8191.25
R04911,46,1,1,1,5,14,1,100207.22,5267.18
R04912,29,4,2,4,5,14,4,28748.91,1990.93
R04913,25,1,2,0,5,13,4,59745.83,2749.41
R04914,35,1,2,2,5,15,1,115154.69,18356.12
R04915,64,2,2,0,5,15,1,22208.18,4101.02
R04916,31,5,2,2,5,15,4,8470.74,8323.42
R04917,60,1,1,1,5,15,1,51919.78,23387.61
R04918,51,4,2,0,5,13,5,4149.95,3867.45
R04919,49,1,2,1,5,13,4,108351.88,10575.43
R04920,42,4,2,0,5,11,4,19450.34,2900.22
R04921,35,3,2,0,5,12,4,50430.44,6381.26
R04922,31,1,1,1,5,16,1,94467.28,31688.67
R04923,20,5,1,0,5,14,4,23305.02,12480.92
R04924,27,1,2,0,5,15,4,23423.87,9522.46
R04925,46,3,2,2,5,15,2,17695.92,2042.44
R04926,66,1,2,0,5,13,1,108622.46,17377.44
R04927,51,1,2,1,5,15,1,98472.89,14665.04
R04928,68,3,2,0,5,13,1,41012.35,7196.11
R04929,69,1,1,0,5,13,2,126878.72,24751.08
R04930,52,1,1,3,5,13,1,110132.24,16951.55
R04931,32,1,2,1,5,11,4,35334.08,27627.26
R04932,34,1,2,5,5,10,4,56286.37,16759.44
R04933,55,1,2,0,5,12,4,65975.37,10097.21
R04934,41,1,1,5,5,16,4,180372.53,28695.69
R04935,24,5,2,0,5,13,4,47665.31,4560.69
R04936,43,1,1,0,5,11,4,62512.04,5625.85
R04937,40,3,2,0,5,13,1,50334.6,5543.38
R04938,23,5,1,0,5,12,4,38392.4,6391.73
R04939,26,1,2,1,5,12,1,51732.85,5372.9
R04940,58,1,1,0,5,14,2,291856.08,80573.79
R04941,20,5,2,1,5,14,4,58082.68,8581.83
R04942,70,1,1,0,5,15,2,39522.09,4010.7
R04943,63,2,2,2,5,12,1,69234.35,6510.99
R04944,49,1,2,0,5,14,1,180458.99,12630.49
R04945,32,5,1,0,5,13,1,113509.35,13894.05
R04946,27,5,1,0,5,15,4,81847.34,7987.56
R04947,30,5,1,0,5,12,4,24784.35,2330.4
R04948,58,1,2,0,5,13,1,185324.89,19562.4
R04949,27,4,1,0,5,12,4,24607.42,20638.63
R04950,67,3,1,0,5,12,4,52224.62,7233.13
R04951,31,1,2,0,5,14,4,72027.37,5670.68
R04952,32,1,2,1,5,13,1,93409.78,7927.69
R04953,64,1,1,0,5,15,1,29838.62,5811.87
R04954,51,3,1,0,5,13,4,52842.01,3719.82
R04955,40,1,1,0,5,13,4,66343.97,3917.63
R04956,38,1,1,1,5,13,1,66522.21,9543.45
R04957,35,1,2,3,5,14,1,68046.69,3695.04
R04958,28,1,2,0,5,13,1,40723.8,3114.03
R04959,26,5,1,0,5,13,4,39657.23,2733.22
R04960,19,5,1,0,5,12,4,2035.62,2128.39
R04961,22,5,1,0,5,13,4,60326.84,2899.48
R04962,46,1,1,1,5,10,1,39520.23,2280.77
R04963,47,1,2,2,5,15,1,139772.03,5038.63
R04964,61,5,2,0,5,11,4,11371.89,1861.77
R04965,23,5,2,0,5,12,4,12203.1,1376.95
R04966,70,2,2,0,5,15,2,30131.34,2652.36
R04967,28,5,1,0,5,13,4,34829.88,1646.65
R04968,40,1,1,5,5,11,4,9603.1,2969.89
R04969,40,1,2,0,5,13,4,101507.75,6083.87
R04970,28,5,1,0,5,16,4,155347.81,4516.63
R04971,22,5,2,0,5,15,4,4455.85,1109.05
R04972,17,5,2,1,5,11,1,58202.57,3395.84
R04973,80,2,2,0,5,12,1,-79890.62,1212.27
R04974,19,5,1,0,5,11,4,82303.4,4600.8
R04975,21,5,1,0,5,12,4,11388.22,2504.48
R04976,39,1,2,2,5,12,4,24365.68,3184.88
R04977,38,5,1,5,5,16,2,80288.31,6086.98
R04978,79,1,1,0,5,15,2,63512.26,6099
R04979,60,1,2,4,5,13,2,152264.32,12790.15
R04980,51,5,2,0,5,14,2,19178.97,1602.09
R04981,50,3,1,0,5,13,4,43913.11,5298.04
R04982,51,1,1,0,5,12,1,65072.62,4948.9
R04983,54,5,2,1,5,11,1,28672.94,2702.72
R04984,33,5,2,1,5,12,4,16426.08,1254.95
R04985,47,1,1,1,5,14,4,53756.96,5424.18
R04986,35,5,2,2,5,13,4,30989.06,12989.39
R04987,32,1,1,0,5,16,4,75388.58,3836.29
R04988,24,5,2,0,5,12,4,45248.27,2660.43
R04989,26,1,1,2,5,12,2,50386.18,3425.35
R04990,55,1,1,0,5,12,4,29250.26,13389.62
R04991,32,5,2,1,5,15,4,46353.86,9969.58
R04992,56,4,2,1,5,12,2,54223.99,6998.73
R04993,46,1,2,0,5,15,1,100773.47,14379.98
R04994,30,1,1,0,5,13,4,73064.35,7896.11
R04995,55,5,1,0,5,12,4,62541.25,11441.83
R04996,21,5,2,0,5,13,6,9418.92,1828.47
R04997,47,3,2,0,5,14,4,41758.06,4932.44
R04998,20,5,1,4,5,13,4,52782.62,10125.1
R04999,69,2,2,0,5,12,1,48733.57,10053.23
R05000,44,1,2,1,5,13,1,71347.56,5763.48
R05001,35,1,1,0,5,16,1,139249.3,5593.76
R05002,38,5,2,1,5,14,4,25625.44,1807.21
R05003,49,3,2,1,5,14,1,97773.3,5349.17
R05004,22,5,1,0,5,13,4,52044.52,3031.6
R05005,61,1,1,0,5,12,1,84452.85,6134.64
R05006,38,3,2,1,5,14,4,25884.24,2572.59
R05007,74,1,1,0,5,15,1,70298.22,3420.19
R05008,73,1,1,0,5,13,4,82047.47,4762.78
R05009,48,3,2,1,5,12,4,40244.43,7477.43
R05010,51,3,2,0,5,13,2,22421.52,3621.36
R05011,22,5,2,0,5,12,4,18458.14,6376.57
R05012,61,5,2,0,5,12,1,4026.36,13400.93
R05013,20,5,2,0,5,12,4,53098.84,7142.74
R05014,32,5,1,0,5,15,1,42696.71,8860.81
R05015,68,3,2,0,5,13,4,35369.92,12712.89
R05016,55,1,1,1,5,11,1,66187.15,13285.96
R05017,57,1,1,0,5,12,2,130363.08,12991.92
R05018,24,5,2,0,5,15,4,32653.83,18598.5
R05019,53,5,1,0,5,15,4,60044.82,9983.78
R05020,21,5,1,0,5,12,4,20371.9,3959.41
R05021,56,1,2,0,5,15,5,13791.02,2721.43
R05022,24,5,2,0,5,13,4,56757.27,18100.16
R05023,59,5,2,0,5,12,4,15481.93,23768.57
R05024,45,5,2,0,5,11,4,13320.19,5171.99
R05025,21,5,2,0,5,13,4,4299.31,3709.64
R05026,30,1,2,2,5,14,2,56087.91,6745.24
R05027,56,1,2,0,5,16,2,61412.18,9034.51
R05028,52,1,1,0,5,12,4,32105.78,5770.97
R05029,45,1,2,2,5,15,1,47763.75,22533.4
R05030,52,3,2,0,5,13,5,56024.1,7670.87
R05031,53,1,1,0,5,15,2,38858.23,14900.33
R05032,29,5,2,0,5,13,4,24130.32,6107.53
R05033,28,1,1,2,5,12,4,45267.94,8643.18
R05034,26,4,1,1,5,14,4,82805.66,9728.23
R05035,59,5,2,3,5,12,2,7376.42,3337.41
R05036,31,5,2,0,5,13,4,46245.43,5553.52
R05037,39,1,2,3,5,0,4,65860,7078.78
R05038,34,1,2,2,5,11,4,46114.82,5923.75
R05039,53,1,2,2,5,15,4,91838.67,7991.02
R05040,55,3,1,0,5,13,1,40173.76,4372.28
R05041,23,5,2,1,5,13,5,10487.84,955.91
R05042,19,5,1,0,5,12,4,15244.37,5725.57
R05043,22,5,1,0,5,13,4,29949.82,3106.15
R05044,23,5,1,1,5,15,1,258434.73,14531.19
R05045,46,3,2,0,5,12,4,131252.48,12219.76
R05046,54,1,1,0,5,16,2,282183.79,20492.85
R05047,45,3,2,0,5,16,1,79729.2,11281.01
R05048,25,1,2,0,5,11,4,67045.83,5466.38
R05049,32,1,2,0,5,15,2,94170.41,7557.4
R05050,60,1,1,0,5,16,4,105303.43,9908.03
R05051,43,3,1,2,5,14,4,28997.56,7910.31
R05052,40,3,2,1,5,13,4,30568.17,5210.73
R05053,50,5,2,0,5,12,4,16481.43,1528.49
R05054,22,5,2,1,5,13,4,27600.35,6746.51
R05055,22,1,1,0,5,15,4,30606.41,8061.68
R05056,23,5,2,0,5,12,4,29606.7,4064.89
R05057,22,5,2,0,5,15,4,12301.14,4424.18
R05058,59,3,2,1,5,11,1,112203.98,18274.13
R05059,80,3,2,0,5,13,4,20771.78,3566.73
R05060,49,1,1,1,5,15,1,224274.59,17284.48
R05061,59,1,2,0,5,13,1,93218.94,8334.86
R05062,20,5,2,0,5,13,4,14422.2,1971.7
R05063,23,5,2,0,5,13,4,19416.32,3154.22
R05064,75,5,2,0,5,13,2,42457.82,2144.24
R05065,38,3,2,1,5,14,4,33068.71,1961.62
R05066,39,1,2,0,5,12,4,20332.64,2027.3
R05067,51,1,2,0,5,12,4,90708.28,6378.13
R05068,50,5,2,1,5,12,1,40995.65,2986.53
R05069,46,1,1,4,5,12,4,25408.55,2900.48
R05070,33,1,1,2,5,14,1,60063.23,6038.02
R05071,21,5,2,1,5,12,4,9767.59,1135.06
R05072,51,1,2,0,5,11,2,72023.99,2947.13
R05073,63,1,2,0,5,12,2,30976.51,9863.33
R05074,67,1,1,0,5,14,1,113241.4,4500.6
R05075,29,5,1,0,5,11,4,51534.19,2717.16
R05076,25,5,2,0,5,13,4,85207.84,3806.26
R05077,18,5,2,0,5,13,6,5018.28,676.84
R05078,53,5,2,1,5,10,4,21793.35,2296.27
R05079,46,1,1,3,5,15,1,130060.85,21543.87
R05080,35,5,2,0,5,14,1,8664.95,1264.81
R05081,21,5,2,0,5,14,4,34181.43,1098.72
R05082,47,5,2,2,5,11,4,34117.3,3038.05
R05083,77,2,1,0,5,13,1,75630.26,3115.76
R05084,17,5,1,1,5,13,4,9931.82,517.17
R05085,47,3,2,0,5,15,1,65488.06,4269.21
R05086,49,5,1,0,5,15,4,76908.43,3364.01
R05087,55,1,1,0,5,14,1,62484.97,3937.84
R05088,28,1,2,2,5,12,4,24222.01,4863.13
R05089,43,3,2,2,5,14,2,21699.57,2406.71
R05090,52,1,2,0,5,12,4,37087.48,17468.7
R05091,33,4,1,2,5,13,1,61659.41,3376.67
R05092,82,2,1,0,5,15,2,29780.42,1333.84
R05093,51,1,1,0,5,14,4,58105.18,2241.6
R05094,70,1,2,0,5,16,1,90892.64,4629.51
R05095,20,5,1,0,5,12,4,5318.95,1339.13
R05096,18,5,1,0,5,13,4,7210.57,837.96
R05097,45,1,2,1,5,15,2,75249.68,2178.47
R05098,21,5,1,0,5,13,4,11763.79,1368.24
R05099,21,5,2,0,5,13,4,12751.64,1643.09
R05100,18,5,2,0,5,13,4,20130.07,1351.69
R05101,25,1,1,0,5,15,1,195359.06,9827.3
R05102,17,5,2,2,5,12,4,24090.84,2064.19
R05103,48,2,2,0,5,15,2,86465.41,2116.08
R05104,31,1,2,0,5,15,4,85132.23,12217.1
R05105,66,1,1,0,5,16,1,122863.7,46394.43
R05106,22,5,1,0,5,14,4,16468.46,2799.84
R05107,32,1,1,1,5,16,4,63628.12,4171.36
R05108,47,1,1,0,5,16,1,90369.19,23115.19
R05109,53,1,2,0,5,11,2,49160.76,2033.39
R05110,18,5,2,0,5,13,6,2396.44,478.56
R05111,58,5,2,0,5,16,4,34918.23,1493.16
R05112,50,3,2,0,5,13,4,12471.73,13276.94
R05113,57,3,2,0,5,11,4,24192.25,3375.82
R05114,22,5,1,0,5,12,4,15160.8,3965.97
R05115,34,1,1,1,5,13,4,32279.58,8146.58
R05116,22,1,2,0,5,13,1,94793.08,10611.1
R05117,53,1,2,0,5,15,1,73016.07,15192.11
R05118,22,5,1,0,5,13,4,26684.31,12221.92
R05119,62,3,1,0,5,12,4,45064.5,5310.17
R05120,28,1,1,0,5,13,4,83090.81,3720.45
R05121,41,3,1,0,5,12,4,120127.73,7878.31
R05122,46,1,1,1,5,15,1,80367.79,7847.54
R05123,49,3,1,0,5,15,4,64172.32,2484.67
R05124,68,1,2,0,5,13,1,461249.2,5432.38
R05125,34,1,2,3,5,12,4,57497.25,7050.45
R05126,53,3,1,0,5,15,1,53801.9,3541.33
R05127,50,1,1,0,5,13,4,139107.14,19244.4
R05128,59,1,1,0,5,12,1,25666.53,5744.42
R05129,52,3,1,0,5,15,1,93673.71,16825
R05130,47,5,2,0,5,12,4,66946.54,11316.18
R05131,24,5,1,0,5,15,1,70153.57,8367.66
R05132,59,3,2,0,5,10,4,17652.67,3513.9
R05133,57,4,2,0,5,12,4,52821.83,7121.71
R05134,53,1,2,1,5,12,4,79049.3,16185.78
R05135,61,1,1,0,5,13,1,65062.06,18432.66
R05136,26,5,1,0,5,15,4,48416.67,6864.83
R05137,73,1,1,0,5,16,1,200872.39,20276.89
R05138,45,1,2,0,5,13,1,87154.96,11855.55
R05139,27,3,2,1,5,13,4,38452.75,12086.84
R05140,46,5,2,1,5,13,4,44299.76,9555.65
R05141,23,1,2,0,5,14,1,77182.13,10715.05
R05142,22,5,1,0,5,13,4,50442.23,12434.93
R05143,72,1,2,0,5,12,2,58622.92,10048.73
R05144,28,5,2,2,5,15,1,145330.26,21055.24
R05145,60,1,1,0,5,13,1,110578.94,29154.25
R05146,61,1,1,0,5,16,2,206491.87,16338.76
R05147,72,2,2,0,5,15,2,128854.93,14350.94
R05148,23,5,1,0,5,13,4,12895.91,4423.76
R05149,52,1,1,0,5,13,4,80219.99,19035.76
R05150,65,1,2,0,5,14,1,55620.59,11958.77
R05151,25,5,2,0,5,13,4,20404.26,2025.33
R05152,28,1,2,2,5,12,4,27724.22,7204.65
R05153,31,1,2,2,5,13,4,55695.63,7007.89
R05154,34,5,2,1,5,13,2,29281.04,3087.77
R05155,46,4,2,1,5,12,4,14286.56,2969.85
R05156,24,5,1,0,5,15,4,9213.69,3459.91
R05157,23,5,1,0,5,15,4,92692.98,15804.57
R05158,81,2,1,0,5,12,1,27345.19,3602.22
R05159,31,1,1,3,5,13,4,95426.34,18735.06
R05160,52,1,2,0,5,12,1,121211.02,24491.08
R05161,24,1,2,2,5,13,4,51050.58,4225.73
R05162,32,4,2,1,5,13,4,50278.41,6158.94
R05163,36,1,1,2,5,12,4,60275.78,20535.09
R05164,56,1,2,0,5,15,1,41982.06,5288.07
R05165,73,1,2,0,5,13,2,38418.82,5290.92
R05166,18,5,2,0,5,13,6,5177.77,1143.05
R05167,72,1,1,0,5,15,2,90884.99,5550.08
R05168,20,5,2,0,5,13,6,7509.9,1500.69
R05169,25,5,2,2,5,12,4,3182.85,9577.09
R05170,50,1,1,0,5,14,1,599248.55,34697.19
R05171,51,3,1,0,5,11,4,13332.42,3296.15
R05172,44,4,2,1,5,14,4,16747.26,6207.82
R05173,56,1,2,0,5,12,1,89158.88,10701.69
R05174,33,1,1,1,5,15,4,58517.17,4807.78
R05175,58,3,2,1,5,13,4,54625.14,8037.93
R05176,46,3,2,1,5,16,1,381868.6,40974.88
R05177,32,1,2,2,5,12,4,26610.35,3785.61
R05178,40,3,2,0,5,11,1,16807.69,4087.48
R05179,18,5,1,0,5,12,6,12367.13,2694.66
R05180,27,1,1,0,5,15,4,92296.95,10935.67
R05181,60,5,2,0,5,12,4,18105.67,2270.94
R05182,19,5,2,0,5,12,4,25080.79,1690.26
R05183,24,1,2,2,5,12,4,38343.89,2243.17
R05184,76,2,1,0,5,16,4,49186.72,3063.52
R05185,61,3,2,0,5,14,2,32751.8,21669.1
R05186,53,1,2,0,5,12,1,189043.44,47508.54
R05187,57,3,2,0,5,12,4,17156.69,2463.95
R05188,60,1,1,0,5,14,4,197003.6,100406.78
R05189,20,1,2,0,5,13,4,42734.45,4216.85
R05190,54,1,1,2,5,13,2,46049.88,2399.97
R05191,63,1,2,0,5,15,2,118153.85,6359.17
R05192,48,2,1,0,5,14,4,11657.49,1109.32
R05193,52,3,2,0,5,13,4,46528.93,2108.58
R05194,26,5,2,0,5,12,2,1276.05,4361.07
R05195,51,3,2,1,5,12,1,33722.01,3058.86
R05196,23,5,2,2,5,11,4,23084.22,2701.34
R05197,37,1,2,2,5,13,1,79397.41,5020.4
R05198,18,5,2,0,5,13,6,17711.44,890.78
R05199,27,1,2,1,5,15,1,144538.77,8834.99
R05200,20,5,1,0,5,13,4,15152.75,1593.64
R05201,56,1,2,0,5,13,2,99088.99,4116.02
R05202,30,1,2,0,5,15,1,281492.99,11396.46
R05203,77,2,2,0,5,13,2,109530.96,25741.34
R05204,47,5,2,0,5,15,4,70195.66,2934.09
R05205,41,5,1,0,5,15,5,69093.4,1839.78
R05206,71,1,2,0,5,12,2,45894.34,1472.02
R05207,75,1,2,0,5,14,2,36948.15,12929.64
R05208,19,5,1,0,5,13,4,335.96,16916.93
R05209,57,4,1,0,5,13,4,40435.87,12936.63
R05210,34,3,2,3,5,12,4,22859.95,8094.84
R05211,22,5,1,0,5,12,4,14367.59,4345.21
R05212,34,5,1,0,5,15,1,210641.24,18908.39
R05213,56,1,1,0,5,12,2,52396.48,6907
R05214,54,4,2,1,5,12,4,29067.59,5566.52
R05215,47,1,1,0,5,15,1,299674.62,58417.5
R05216,22,5,2,1,5,12,4,14682.14,2438.26
R05217,27,1,1,0,5,11,4,71045.69,8747.3
R05218,18,5,1,0,5,12,4,49192.06,8084.45
R05219,46,2,2,0,5,15,2,16994.48,2359.06
R05220,36,1,1,0,5,15,1,145380.73,14738.92
R05221,43,5,1,1,5,16,1,219989.06,6103.31
R05222,69,1,1,0,5,14,2,168472.15,4592.61
R05223,31,5,2,0,5,15,4,102400.92,5740.03
R05224,21,5,2,1,5,14,4,73682.6,15773.86
R05225,24,5,1,0,5,13,4,6844.05,4839.84
R05226,31,3,2,2,5,13,4,17852.14,6720.34
R05227,26,1,2,1,5,15,4,91685.72,16212.17
R05228,58,3,2,0,5,12,4,105363.69,56332.94
R05229,64,1,2,0,5,12,1,77136.11,9059.42
R05230,31,1,1,0,5,14,1,87200.56,16081.46
R05231,40,1,2,3,5,13,4,64047.46,16561.61
R05232,22,5,2,0,5,13,4,53750.94,12688.85
R05233,68,1,1,2,5,16,4,70868.79,18182.19
R05234,66,3,1,0,5,15,2,16090.81,2659.72
R05235,51,1,2,0,5,13,2,91119.01,18072.31
R05236,28,1,1,1,5,13,1,44941.92,21102.59
R05237,32,5,1,0,5,12,1,37110.23,10634.79
R05238,22,5,2,1,5,12,4,29736.15,12929.15
R05239,24,1,1,0,5,12,4,28452.37,8889.96
R05240,45,5,2,1,5,13,4,53584.65,9451.07
R05241,47,4,2,0,5,13,4,13052.49,17258.54
R05242,62,2,2,0,5,15,2,55119.41,9551.6
R05243,55,1,2,0,5,12,4,30377.16,9312.68
R05244,19,5,2,0,5,13,4,8307.45,4675.37
R05245,31,5,2,0,5,13,4,12051.76,3847.91
R05246,49,1,1,1,5,15,1,254492.15,15023.43
R05247,25,1,2,0,5,13,4,61485.15,10128.55
R05248,75,1,1,0,5,14,1,244350.09,31668.75
R05249,36,5,2,0,5,13,4,26458.85,21639.4
R05250,22,5,2,0,5,12,4,10281.74,2243.95
R05251,61,1,2,0,5,12,1,105090.64,7817.99
R05252,64,3,2,0,5,11,4,118713.9,11288.09
R05253,21,5,2,0,5,13,4,5862.99,5669.69
R05254,21,5,2,0,5,13,4,20128.4,2130.55
R05255,34,1,2,3,5,12,1,39246.28,6149.8
R05256,26,1,1,0,5,15,4,90003.38,5431.43
R05257,57,1,1,0,5,12,5,82277.23,3497.27
R05258,26,3,2,2,5,11,4,16798.01,3981.65
R05259,52,5,2,0,5,14,1,8349.92,4653.8
R05260,51,1,2,2,5,12,2,108399.81,11140.35
R05261,55,1,1,0,5,15,1,61692.33,8994.56
R05262,20,5,2,1,5,11,4,62340.15,6256.26
R05263,66,1,1,0,5,12,1,71916.8,5399.95
R05264,35,3,2,0,5,16,1,49539.14,3729.47
R05265,54,1,1,1,5,15,1,142754.2,8868.9
R05266,54,5,1,0,5,12,4,42056.48,2227.45
R05267,27,5,1,0,5,15,1,68418.89,4200.23
R05268,61,3,2,0,5,13,2,34695.56,1681.35
R05269,43,1,1,2,5,12,1,194692.44,11641.25
R05270,45,1,1,1,5,12,4,115541,6224.06
R05271,26,1,2,2,5,13,4,27968.56,1875.13
R05272,55,3,2,0,5,14,4,48486.87,4098.35
R05273,39,1,1,0,5,11,4,16383.04,2810.09
R05274,45,1,1,2,5,12,2,116810.68,10370.36
R05275,47,1,2,0,5,12,1,101431.7,3108.49
R05276,29,1,2,1,5,12,1,85114.91,3781.47
R05277,53,1,2,0,5,12,1,113155.22,58128.07
R05278,41,1,2,2,5,13,1,168682.07,7519.88
R05279,39,1,2,1,5,12,2,38141.37,2062.98
R05280,31,5,1,0,5,12,4,215335.21,9429.33
R05281,22,5,1,0,5,13,4,51903.4,2583.06
R05282,48,1,2,4,5,12,4,32051.93,2843.5
R05283,41,5,2,0,5,11,1,28302.2,3868.8
R05284,42,3,2,0,5,12,4,48814.1,2340.34
R05285,54,5,1,0,5,11,4,14427.07,906.69
R05286,34,1,1,1,5,13,4,35005.02,3835.46
R05287,42,1,2,2,4,15,1,230193.99,28028.51
R05288,39,1,2,2,4,14,1,87698.14,11838.32
R05289,36,1,2,2,4,12,1,80014.09,13474.19
R05290,38,1,2,1,4,14,1,115439.69,18386.57
R05291,45,5,2,1,4,13,4,74026.85,10118.41
R05292,53,1,2,1,4,13,1,67905.54,12196.88
R05293,30,5,1,0,4,12,4,35631.29,6447.59
R05294,46,3,2,1,4,13,1,11538.26,9347.99
R05295,34,1,1,1,4,15,1,113109.94,16801.23
R05296,70,5,2,0,4,16,2,29986.13,13857.95
R05297,38,1,1,2,4,15,1,115210.86,20061.14
R05298,64,1,2,0,4,13,4,117902.75,14203.36
R05299,25,1,2,2,4,12,1,85061.84,13255.82
R05300,43,1,1,0,4,15,1,80461.04,10078.84
R05301,50,1,2,0,4,11,1,55448.18,10968.6
R05302,55,1,2,0,4,13,1,192439.93,59798.55
R05303,27,1,2,1,4,12,1,66036.5,12719.35
R05304,53,1,2,0,4,13,1,121470.5,13624.36
R05305,46,1,2,0,4,14,1,105169.85,14843.91
R05306,37,3,2,2,4,16,4,57376.78,8203.95
R05307,43,5,1,1,4,16,1,58098.02,12529.28
R05308,59,1,2,0,4,15,1,123782.9,18456.6
R05309,40,1,2,2,4,14,2,103973.57,16957.63
R05310,39,1,2,2,4,13,4,130729.38,21993.68
R05311,27,5,2,0,4,14,1,72310.19,14068.43
R05312,39,5,2,3,4,12,4,30067.66,11734.7
R05313,27,5,2,3,4,12,4,276223.12,13460
R05314,65,5,2,0,4,12,2,87036.15,8565.45
R05315,39,1,1,5,4,16,4,60032.26,11478.29
R05316,63,1,2,0,4,12,2,105349.26,11231.81
R05317,53,1,2,0,4,15,2,256702.8,20932.69
R05318,63,1,2,0,4,13,2,131173.96,12467.8
R05319,49,1,2,0,4,15,1,126919.43,7693.04
R05320,50,1,2,2,4,13,1,128201.7,15091.23
R05321,52,1,2,1,4,15,2,170415.75,18789.89
R05322,24,5,2,0,4,15,4,50298.43,8255.82
R05323,39,1,2,1,4,14,1,105797.58,11758.69
R05324,54,3,2,0,4,12,4,31008.51,4346.18
R05325,64,1,1,0,4,14,2,46017.17,6360.87
R05326,36,1,2,0,4,14,4,34931.39,4549.21
R05327,38,1,2,2,4,13,1,80853.59,11782.16
R05328,44,1,2,0,4,12,1,83001.99,5251.31
R05329,45,1,2,2,4,16,1,323667.02,19807.99
R05330,66,3,1,0,4,15,1,180540.06,14663.03
R05331,64,3,2,1,4,13,1,25890.17,10226.99
R05332,56,1,2,1,4,15,1,89130.22,9449.98
R05333,54,3,2,0,4,14,4,30199.12,4769.15
R05334,34,1,1,1,4,13,4,63585.4,6860.25
R05335,36,1,2,2,4,15,1,97046.65,7923.62
R05336,26,5,2,0,4,14,2,62959.76,2085.42
R05337,50,1,2,1,4,12,2,72057.03,2669.88
R05338,29,1,2,1,4,12,2,63564.37,2573.16
R05339,57,1,2,1,4,15,1,85606.75,5462.04
R05340,58,3,2,0,4,14,4,42875.18,3317.49
R05341,33,1,1,1,4,12,1,53213.93,3171.76
R05342,67,1,2,0,4,13,1,66463.87,3585.61
R05343,37,5,2,2,4,14,1,26578.75,1880.19
R05344,28,1,2,2,4,14,1,17093.59,1899.34
R05345,28,1,2,2,4,15,1,114065.37,3589.89
R05346,48,3,2,0,4,12,2,45945.3,1908.41
R05347,68,3,2,0,4,12,4,31302.97,1984.72
R05348,40,1,2,1,4,12,4,63423.81,4127.01
R05349,34,3,2,2,4,13,4,48967.36,2600.03
R05350,52,1,1,2,4,11,1,95862.83,4708.71
R05351,69,1,2,0,4,13,4,73667.75,3176.84
R05352,68,1,1,0,4,13,2,74498.98,4687.8
R05353,67,2,1,0,4,15,1,64240.27,12002.88
R05354,24,5,2,0,4,13,4,61181.78,3664.21
R05355,37,1,2,2,4,13,1,117474.5,20706.3
R05356,61,2,2,0,4,12,1,161636.5,9512.99
R05357,42,1,2,3,4,13,1,56482.55,12391.76
R05358,69,1,2,0,4,15,2,300535.82,59686.04
R05359,64,3,2,0,4,13,4,43160.77,12627.57
R05360,40,5,2,0,4,16,2,163.66,2804.64
R05361,54,3,2,0,4,15,1,39444.32,8383.89
R05362,64,1,2,0,4,12,2,109813.77,10627.93
R05363,47,1,2,0,4,14,1,39843.6,8238.19
R05364,53,1,2,0,4,14,1,114632.4,27835.72
